L_IMU_Ang,R_IMU_Ang,L_IMU_Vel,R_IMU_Vel,L_Cmd,R_Cmd,Peak,Time
1.3430991073472285,4.4138246738384055,-0.08545052262149966,0.1831082627603564,-0.020763393577454832,-0.042371753961508496,0,0.02182602882385254
1.3430991073472285,4.4138246738384055,-0.08545052262149966,0.2075226977950706,-0.05878665896833554,-0.12634439023583835,0,0.02979564666748047
1.3430991073472285,4.424811169604027,-0.08545052262149966,0.2319371328297848,-0.09041779630790646,-0.20861593473919474,0,0.03445291519165039
1.3540856031128499,4.424811169604027,-0.06103608758678547,0.256351567864499,-0.11101950849048166,-0.289228935429509,0,0.0392298698425293
1.370565346761282,4.424811169604027,-0.03662165255207128,0.30518043793392735,-0.11655912888938968,-0.3739833783670667,0,0.043836116790771484
1.370565346761282,4.4138246738384055,-0.012207217517357094,0.30518043793392735,-0.10922319311913424,-0.4559230044841335,0,0.04874372482299805
1.370565346761282,4.408331425955595,0.03662165255207128,0.32959487296864154,-0.08515831502584219,-0.5289870465360387,0,0.05593442916870117
1.370565346761282,4.397344930189973,0.08545052262149966,0.3540093080033557,-0.04135006667946883,-0.5997098768903416,0,0.06575751304626465
1.370565346761282,4.397344930189973,0.10986495765621385,0.3784237430380699,0.013321193120891426,-0.6681943096742846,0.013321193120891426,0.07620692253112793
1.370565346761282,4.397344930189973,0.13427939269092803,0.3784237430380699,0.07136258750938841,-0.7287549126899046,0.07136258750938841,0.0862724781036377
1.3595788509956606,4.397344930189973,0.13427939269092803,0.3784237430380699,0.12626030820201556,-0.7764859132341668,0.12626030820201556,0.09583401679992676
1.3595788509956606,4.375371938658731,0.13427939269092803,0.32959487296864154,0.17245996309316305,-0.8015852491128492,0.17245996309316305,0.1058192253112793
1.3595788509956606,4.375371938658731,0.13427939269092803,0.28076600289921316,0.21097869269729105,-0.7958049126108184,0.21097869269729105,0.11582636833190918
1.3650720988784713,4.364385442893109,0.15869382772564222,0.2075226977950706,0.2484217166926933,-0.7579667398730304,0.2484217166926933,0.12588095664978027
1.3650720988784713,4.336919203479056,0.15869382772564222,0.1831082627603564,0.2847355178234446,-0.6986562306588467,0.2847355178234446,0.1357588768005371
1.3760585946440926,4.336919203479056,0.15869382772564222,0.13427939269092803,0.31418101557975736,-0.6270397723519338,0.31418101557975736,0.14690732955932617
1.3760585946440926,4.314946211947813,0.13427939269092803,0.10986495765621385,0.3318951815120506,-0.5453128155330875,0.3318951815120506,0.15646719932556152
1.3760585946440926,4.314946211947813,0.08545052262149966,0.10986495765621385,0.32808764128819645,-0.466809401519366,0.3318951815120506,0.16657519340515137
1.370565346761282,4.298466468299381,0.06103608758678547,0.08545052262149966,0.3059219596573145,-0.3914906037985955,0.3318951815120506,0.17608356475830078
1.3760585946440926,4.298466468299381,0.03662165255207128,0.03662165255207128,0.27390226107171933,-0.30789880573231243,0.3318951815120506,0.18672990798950195
1.3815518425269033,4.298466468299381,0.012207217517357094,-0.012207217517357094,0.23364160637735895,-0.21199736853097767,0.3318951815120506,0.19667577743530273
1.3815518425269033,4.298466468299381,0.012207217517357094,-0.06103608758678547,0.19226648420086634,-0.10610850224732343,0.3318951815120506,0.2060532569885254
1.3815518425269033,4.28747997253376,0.012207217517357094,-0.13427939269092803,0.15586982432595076,0.013433124445311532,0.3318951815120506,0.21605134010314941
1.3815518425269033,4.2710002288853275,0.012207217517357094,-0.15869382772564222,0.1239248766428355,0.13827539985208692,0.3318951815120506,0.2260284423828125
1.3760585946440926,4.2710002288853275,-0.03662165255207128,-0.1831082627603564,0.08455119264600437,0.2555504801490331,0.3318951815120506,0.23632311820983887
1.370565346761282,4.2710002288853275,-0.03662165255207128,-0.2075226977950706,0.039049482090235094,0.3657158667976568,0.3657158667976568,0.24666810035705566
1.3650720988784713,4.2710002288853275,-0.06103608758678547,-0.256351567864499,-0.005732241695396837,0.47490598030484693,0.47490598030484693,0.2569389343261719
1.3650720988784713,4.2710002288853275,-0.06103608758678547,-0.256351567864499,-0.04965223121928998,0.5769598823835039,0.5769598823835039,0.2668585777282715
1.3595788509956606,4.2710002288853275,-0.06103608758678547,-0.28076600289921316,-0.08689127557389273,0.6666543578521382,0.6666543578521382,0.2762620449066162
1.3595788509956606,4.28747997253376,-0.06103608758678547,-0.30518043793392735,-0.1182195148541044,0.7510019661212909,0.7510019661212909,0.2863314151763916
1.3595788509956606,4.28747997253376,-0.03662165255207128,-0.28076600289921316,-0.1386236615217172,0.8189126310590162,0.8189126310590162,0.2960050106048584
1.3595788509956606,4.28747997253376,-0.06103608758678547,-0.28076600289921316,-0.1552882811952375,0.8667078317583251,0.8667078317583251,0.3061337471008301
1.3595788509956606,4.29297322041657,-0.06103608758678547,-0.256351567864499,-0.17437039182789668,0.8970590768770945,0.8970590768770945,0.31600284576416016
1.3595788509956606,4.314946211947813,-0.06103608758678547,-0.2319371328297848,-0.18970893420328977,0.9066408099707159,0.9066408099707159,0.32608485221862793
1.370565346761282,4.314946211947813,-0.06103608758678547,-0.2075226977950706,-0.20176551791379435,0.898430274678812,0.9066408099707159,0.3360564708709717
1.3595788509956606,4.314946211947813,-0.06103608758678547,-0.15869382772564222,-0.21095240328071266,0.8693654984840627,0.9066408099707159,0.345966100692749
1.3595788509956606,4.331425955596245,-0.03662165255207128,-0.10986495765621385,-0.2119343438411523,0.8169457916472026,0.9066408099707159,0.3559591770172119
1.3595788509956606,4.331425955596245,-0.012207217517357094,-0.06103608758678547,-0.2001998644596411,0.7448666873649661,0.9066408099707159,0.36592578887939453
