L_IMU_Ang,R_IMU_Ang,L_IMU_Vel,R_IMU_Vel,L_Cmd,R_Cmd,Peak,Time
0.7718013275349165,-0.387273975738168,0.2319371328297848,0.4028381780727841,0.05337333156607386,-0.09367944045493509,0.05337333156607386,0.022496938705444336
0.7827878233005379,-0.37079423208973594,0.256351567864499,0.4516670481422125,0.1581052768337367,-0.27817105970468464,0.1581052768337367,0.030575037002563477
0.8047608148317806,-0.3488212405584932,0.28076600289921316,0.47608148317692667,0.2585945948276859,-0.45111297337149003,0.2585945948276859,0.03576469421386719
0.8212405584802127,-0.3323414969100611,0.32959487296864154,0.524910353246355,0.3602889582728662,-0.6135933563574182,0.3602889582728662,0.04090285301208496
0.8267338063630234,-0.315861753261629,0.3784237430380699,0.5981536583504976,0.4680115397147305,-0.7779639148403759,0.4680115397147305,0.045599937438964844
0.8322270542458341,-0.315861753261629,0.4272526131074983,0.646982528419926,0.5802384616605124,-0.9426879408901253,0.5802384616605124,0.05141878128051758
0.8322270542458341,-0.315861753261629,0.47608148317692667,0.7202258335240685,0.6958025056446533,-1.1064745408379935,0.6958025056446533,0.0612790584564209
0.8322270542458341,-0.315861753261629,0.524910353246355,0.7446402685587827,0.8134931396916278,-1.262954451623735,0.8134931396916278,0.07132863998413086
0.8322270542458341,-0.30487525749600763,0.524910353246355,0.7690547035934969,0.920859459600375,-1.4011825738874562,0.920859459600375,0.08218789100646973
0.8322270542458341,-0.2719157701991435,0.5493247882810692,0.7934691386282111,1.0132256297729347,-1.5230624353204496,1.0132256297729347,0.0917975902557373
0.887159533073941,-0.2719157701991435,0.5981536583504976,0.8178835736629253,1.1037003525006615,-1.6301371231595354,1.1037003525006615,0.1021108627319336
0.887159533073941,-0.2664225223163328,0.6225680933852118,0.8178835736629253,1.1920369907123642,-1.7182409269592676,1.1920369907123642,0.1112513542175293
0.9146257724879945,-0.2664225223163328,0.6713969634546402,0.8422980086976395,1.2780060111252394,-1.7897502909237244,1.2780060111252394,0.12182188034057617
0.9146257724879945,-0.2554360265507114,0.7202258335240685,0.8667124437323537,1.3672037445805942,-1.8524450473245104,1.3672037445805942,0.13165545463562012
0.9146257724879945,-0.2554360265507114,0.7690547035934969,0.8667124437323537,1.4586993493046698,-1.9015047002070844,1.4586993493046698,0.14243268966674805
0.9311055161364266,-0.2554360265507114,0.7934691386282111,0.8667124437323537,1.5459479090043715,-1.9329103007264996,1.5459479090043715,0.1542530059814453
0.9365987640192373,-0.2554360265507114,0.7934691386282111,0.8422980086976395,1.6176637118367416,-1.9433962383665702,1.6176637118367416,0.1616501808166504
0.9365987640192373,-0.2609292744335221,0.7690547035934969,0.8178835736629253,1.6643027187282151,-1.9302832279569984,1.6643027187282151,0.1721794605255127
0.9311055161364266,-0.2609292744335221,0.7202258335240685,0.7690547035934969,1.6778746375750597,-1.891365039221567,1.6778746375750597,0.18153595924377441
0.9311055161364266,-0.2664225223163328,0.6713969634546402,0.6958113984893544,1.6574346792348227,-1.8191862252855635,1.6778746375750597,0.19167232513427734
0.9311055161364266,-0.2664225223163328,0.6225680933852118,0.5981536583504976,1.6080474969484826,-1.707598265485838,1.6778746375750597,0.20133590698242188
0.9311055161364266,-0.2664225223163328,0.5737392233157834,0.5493247882810692,1.5341995033531808,-1.5686912850123897,1.6778746375750597,0.21166253089904785
0.9420920119020479,-0.2664225223163328,0.5004959182116409,0.47608148317692667,1.4341681331313494,-1.4129168973165291,1.6778746375750597,0.22472929954528809
0.9420920119020479,-0.2719157701991435,0.4028381780727841,0.4272526131074983,1.3009248406312037,-1.2435742449910332,1.6778746375750597,0.2324080467224121
0.95857175555048,-0.2719157701991435,0.32959487296864154,0.3784237430380699,1.1400462944597753,-1.0692764749026886,1.6778746375750597,0.24233198165893555
0.95857175555048,-0.2719157701991435,0.2319371328297848,0.32959487296864154,0.9564428604033965,-0.8917201682312189,1.6778746375750597,0.25235700607299805
0.95857175555048,-0.2664225223163328,0.13427939269092803,0.28076600289921316,0.748737315192038,-0.712361009675789,1.6778746375750597,0.2621896266937256
0.9750514991989121,-0.2664225223163328,0.10986495765621385,0.256351567864499,0.5387040054547498,-0.5381399850896814,1.6778746375750597,0.2721860408782959
1.0080109864957763,-0.2664225223163328,0.08545052262149966,0.2075226977950706,0.34494817155584095,-0.3692606182998998,1.6778746375750597,0.2820756435394287
1.0080109864957763,-0.2499427786679007,0.08545052262149966,0.2075226977950706,0.1718594285099418,-0.21158433783824826,1.6778746375750597,0.2912769317626953
1.0080109864957763,-0.22247653925384725,0.10986495765621385,0.2319371328297848,0.028779449065832883,-0.08145920514835797,1.6778746375750597,0.3011007308959961
1.0244907301442083,-0.21698329137103656,0.13427939269092803,0.28076600289921316,-0.08217600933492043,0.013018055890741176,1.6778746375750597,0.31145501136779785
1.0409704737926404,-0.20599679560541517,0.15869382772564222,0.30518043793392735,-0.16508106397612166,0.07653415320684831,1.6778746375750597,0.3212566375732422
1.046463721675451,-0.1950102998397938,0.1831082627603564,0.3540093080033557,-0.2235746672098309,0.11325282674890796,1.6778746375750597,0.33160924911499023
1.0574502174410725,-0.1895170519569831,0.2319371328297848,0.3784237430380699,-0.25519567046789626,0.12687656219690122,1.6778746375750597,0.3413987159729004
1.0574502174410725,-0.1840238040741724,0.256351567864499,0.3784237430380699,-0.2636892247940036,0.13210924278742583,1.6778746375750597,0.3515043258666992
1.0574502174410725,-0.1840238040741724,0.30518043793392735,0.3784237430380699,-0.25238122682618525,0.1358554222936404,1.6778746375750597,0.36184096336364746
